mean_x,mean_y,mean_z,std_dev_x,std_dev_y,std_dev_z,median_x,median_y,median_z,rms_x,rms_y,rms_y,label
4.296916488,1.489582443,0.388939212,5.86987735,8.405370551,3.677373808,4.526587,3.2434552,-0.88256469,7.250820423,8.494857704,3.679554464,clockwise
0.304311211,4.35492393,0.884013691,4.672472862,8.209598854,4.923155902,-0.83286805,7.3706728,0.9466315,4.659000744,9.256829946,4.977606815,clockwise
1.871815529,2.069859666,1.734628834,7.565140358,9.777808198,5.788400888,-0.39278321,6.3593758,1.95373715,7.756463661,9.946546982,6.014936923,clockwise
3.306180768,0.940560084,2.448703884,6.314501478,8.856289082,3.697037638,2.79199395,1.8537451,2.1405487,7.099650054,8.861950745,4.418999562,clockwise
4.080574401,-0.356929723,3.015940299,5.946479899,8.239912591,3.611544078,5.0205597,0.07424562,3.4548156,7.187357261,8.206375372,4.691344585,clockwise
3.391754805,0.903006195,3.646764518,4.870827307,8.875428749,3.169151831,3.4015264,2.7800189,3.7434156,5.915379086,8.876988415,4.820993626,clockwise
1.915824005,3.812895039,3.471041913,5.102516891,7.950977503,3.906785886,2.0537293,6.8389782,4.8984135,5.426389541,8.782028888,5.211379679,clockwise
1.078872495,2.492808196,2.769612608,6.691367686,9.536521956,6.394266633,-0.150287473,6.02886285,3.1057415,6.744673702,9.810702891,6.938914419,clockwise
2.26774814,0.768789267,0.533538496,6.803298029,10.07876605,4.914245005,0.92148373,2.2285657,1.70585265,7.1389563,10.05767105,4.918634898,clockwise
3.4872203,-2.312870371,2.521787898,4.620592782,8.430972003,5.659751802,3.5775604,-3.9930964,3.8014947,5.77036258,8.701715082,6.170241224,clockwise
1.323775158,2.054447751,2.555210402,5.346183286,9.596956863,3.425522348,0.35206788,5.13731675,2.4513024,5.481627462,9.76735997,4.259807686,clockwise
1.009776152,3.727656288,2.482353892,3.874603503,8.201676814,3.443545272,0.42272094,5.7240967,2.61895385,3.985232071,8.9716358,4.231016999,clockwise
-4.41266783,0.795302171,0.944607657,5.428329914,7.930105257,7.012545943,-6.4180537,0.277822268,3.6691699,6.974506102,7.93033475,7.041045819,clockwise
-3.49974623,1.46932057,-0.876265739,7.072625527,9.043986678,7.242023202,-6.09292965,-2.0818707,1.21367615,7.859391529,9.117821068,7.258806562,clockwise
-1.951641549,2.080912708,-1.254511205,8.127086022,10.60692532,8.206468168,-4.2990601,1.59029295,0.94962525,8.318529718,10.75695095,8.261141384,clockwise
-5.119988981,-2.989523261,0.157113267,9.534195724,11.44074058,8.554048402,-6.47194135,-4.0607555,3.91525805,10.7798964,11.76940479,8.512620701,clockwise
-4.233125143,2.962423592,4.395495522,5.894250154,8.233927312,2.477911049,-6.53960075,1.37174745,5.2355125,7.232849473,8.711804459,5.0397444,clockwise
-3.829097344,1.783068064,0.920094652,6.103641322,8.658208228,7.252324285,-5.466632,1.4154565,3.0326935,7.179406625,8.797400511,7.274394794,clockwise
-3.651949763,1.368310605,-0.008394521,7.676518996,7.799569506,7.564914134,-6.5599585,0.68317932,2.81295035,8.466191087,7.880179284,7.526999208,clockwise
-4.071018285,1.835854347,1.129551081,7.301150624,7.457721693,7.560875862,-6.59049485,1.5501764,4.72597245,8.327479949,7.644069459,7.607303136,clockwise
-3.89103255,1.490001494,-0.123906338,6.887522504,7.597593646,7.937687543,-6.69108585,-0.58558227,3.34584225,7.880591405,7.704952911,7.898871279,clockwise
-3.418351474,1.414438683,0.986795869,5.476746627,7.219065253,8.773919191,-3.9565723,0.13471985,3.356021,6.432723597,7.320819004,8.78553399,clockwise
-3.837384119,2.903063087,0.086807478,7.056186331,7.444873425,8.056410361,-4.5391605,3.8122722,2.9847931,8.001086473,7.95610798,8.016497113,clockwise
-4.054732141,1.31471006,-0.370605271,7.037338276,8.19435298,7.548178203,-6.3563819,-0.784967625,1.7579443,8.091337432,8.258596073,7.519480867,clockwise
-3.800907965,0.679574877,0.384113223,7.934278955,9.788140426,7.095217594,-5.31335065,-1.3352234,1.78668455,8.761858026,9.762757709,7.070094381,clockwise
-3.163066348,2.843079761,0.682652445,4.18378337,8.609953065,5.187283069,-2.93749155,5.7785833,2.8560608,5.228191999,9.026244035,5.206230973,clockwise
-2.561904508,4.404273265,4.963642046,3.595412246,6.722862084,2.395796316,-3.07400755,5.76900325,5.479206,4.400122048,8.008903099,5.506376662,clockwise
-4.364575817,1.483055986,-0.196702969,5.697625884,7.452595023,6.538667937,-4.5110192,1.27355165,2.7878027,7.154567308,7.56209071,6.50886539,clockwise
-4.369785007,1.569420375,-1.428066301,5.97481413,7.538089562,6.240641459,-6.69288205,-0.855022,0.607736185,7.378105506,7.662744066,6.371461616,clockwise
-4.051055749,2.653202651,-0.522796841,4.325342677,7.710986805,6.8646529,-3.0416747,4.38767575,2.46627135,5.910376981,8.118140713,6.850221995,clockwise
-2.437782601,5.346521877,1.685291405,2.77155327,6.938748759,4.418178631,-1.6202307,7.1509297,2.66805185,3.680689673,8.732128503,4.708004514,clockwise
-3.932574165,1.728641262,0.909065593,3.118476705,9.02278666,4.302001341,-4.17152525,3.99788645,2.45729,5.009270162,9.142470833,4.375904894,clockwise
-4.829101797,1.841698126,-0.980018018,8.458896087,8.982564019,8.181082523,-7.1587133,-1.00411195,2.0441492,9.703484835,9.125318832,8.198856351,clockwise
-5.107762291,0.360007351,1.805078328,5.983371872,8.679582283,6.105742179,-6.062992,0.654439085,3.6703674,7.844231459,8.643575789,6.33763319,clockwise
-3.909210769,2.655082737,3.423141607,4.903296675,7.871743132,6.795407411,-4.04818185,3.86436405,6.63061175,6.251705682,8.270076232,7.578501483,clockwise
-4.530119561,1.335426975,3.438218199,3.140338144,7.639923196,3.915506562,-5.6121295,-0.46283752,4.74573115,5.503189045,7.718037793,5.196077761,clockwise
-5.943025425,-1.728054488,0.631997752,2.951892258,6.012551332,6.159826083,-6.6521666,-3.9523809,3.0566435,6.629184145,6.226992701,6.161448203,clockwise
-4.319884735,1.732796631,1.827304104,7.262810992,8.807371903,6.484135427,-6.1510091,2.00822395,4.27510985,8.419165243,8.932899081,6.705416646,clockwise
-4.432534469,2.633323962,1.063508451,6.701269508,8.527509237,5.517500336,-5.8348663,2.6470953,3.2183075,8.006578839,8.884009497,5.591907732,clockwise
-1.98689624,0.420014588,-4.455263244,7.432943428,12.32111782,7.686561371,-4.2050555,0.513132925,-2.562072,7.657931718,12.26655034,8.851088296,clockwise
-3.54282069,1.577814974,-2.701941255,4.088452748,10.79393672,6.335466168,-4.2882827,5.36723875,-1.96810725,5.394429521,10.85511305,6.858369836,clockwise
-2.857928916,0.825539286,-0.642356167,4.969303009,12.13572756,6.961934646,-3.9368133,3.20034495,1.63220585,5.710936032,12.10308389,6.956757156,clockwise
-4.340913036,0.874601266,1.207952079,3.876797417,8.733002692,6.258215036,-4.7116023,1.9854712,3.1320868,5.807132564,8.733132887,6.342929221,clockwise
-4.167729092,2.060830437,1.251864714,7.237915797,9.619246065,5.940639709,-6.1414288,3.3817676,3.22489375,8.320668039,9.790383955,6.041974298,clockwise
-4.839723706,1.380704827,0.039589709,4.590665372,8.621312034,6.343130188,-6.2162735,0.64426026,3.17040705,6.654802178,8.688503714,6.311459017,clockwise
-4.748174071,1.930301953,-1.408606814,6.081077589,8.699805274,6.305399648,-7.28145815,0.331111445,0.812510375,7.691220099,8.868811156,6.429981122,clockwise
-3.673624659,1.377842748,-1.271683522,6.592224709,10.47105391,8.347560236,-4.97265925,0.041314095,0.731678455,7.517870076,10.50928118,8.402506962,clockwise
-3.677971636,1.838201493,1.401098388,6.308179644,8.920016735,6.973632747,-2.13516,5.75822575,3.12849425,7.274797211,9.063664617,7.078722684,clockwise
-3.684546019,3.493914334,0.809899795,7.940438706,8.881809809,7.069173743,-4.8463221,4.228407,3.39194645,8.717565057,9.502900473,7.080213479,clockwise
-3.380390434,2.97351258,0.331003679,7.077452313,8.683901711,6.841189298,-3.6368371,5.5911732,3.93202325,7.811303823,9.137714402,6.814940626,clockwise
-3.020610653,4.781620617,0.58887548,7.089066578,8.365549472,7.631914826,-3.5913319,6.086942,4.7139971,7.673096181,9.599296303,7.616458298,clockwise
-3.586709391,2.287842437,0.719942833,7.323215873,8.603315796,7.858609359,-6.4144612,1.3304334,3.002157,8.121433376,8.860648693,7.85229147,clockwise
-4.515138689,2.394887843,2.260587085,5.415292998,6.879238574,7.04815186,-4.46910645,2.00103885,5.48758865,7.029837953,7.251632361,7.368170341,clockwise
-4.986071459,0.283690085,3.176646144,4.72076985,7.239610368,6.243045138,-5.8588167,0.237705685,5.0726515,6.850089042,7.208905518,6.976885924,clockwise
-4.825593164,-0.558183228,3.21714591,3.838967055,8.084709606,5.722643605,-5.54985905,1.01249455,4.65891165,6.154400114,8.063527308,6.539968742,clockwise
-4.594629403,0.267643444,2.425077032,4.050477036,8.590425271,5.04221114,-4.95649315,-0.125738525,3.617677,6.111703521,8.551554554,5.572311268,clockwise
-4.349056088,1.904878794,1.505090153,4.442347342,7.624118412,6.008465989,-4.44096495,3.51588875,4.5295805,6.200918824,7.821411188,6.164896047,clockwise
-4.188278436,1.760590837,1.020637549,5.464263604,7.197882924,7.09035271,-5.27742565,-0.18741026,4.18409925,6.863036589,7.37503244,7.128258662,clockwise
-5.367011222,0.360773766,0.828173792,4.553253019,6.934792957,6.989299271,-7.120393,-2.4525,3.04466855,7.023503498,6.909457108,7.003404393,clockwise
-5.558002094,0.337410346,1.189737957,4.386587273,7.247263547,6.843855651,-7.2257738,-2.23754705,2.9656329,7.066902695,7.21882583,6.912702292,clockwise
-5.975226436,-0.159939388,1.107205534,3.854620549,6.394740903,7.118288612,-7.07428875,-3.7523968,1.8471588,7.100200669,6.364696749,7.168628637,clockwise
-6.468121488,-1.281431246,1.693757819,3.169211745,5.434369463,7.054405506,-6.8030532,-3.5404376,4.3571391,7.195836271,5.556897856,7.220512878,clockwise
-5.49854569,-0.66430656,3.363445709,4.147933385,6.357209641,5.442594334,-6.2372296,-1.36935245,5.53189635,6.875122003,6.360131797,6.374824059,clockwise
-6.555946893,-2.146548198,1.001680974,4.587533974,6.078215706,5.807732118,-7.37905515,-4.4631187,1.6777112,7.988457482,6.417392638,5.864794932,clockwise
-6.515973956,-3.206464113,1.356431277,4.329228346,7.073190791,4.793845659,-7.1179979,-5.31155465,1.33582215,7.811063467,7.733766211,4.958936625,clockwise
-6.292961676,-2.069045403,2.083235885,4.885441649,7.773243173,5.949343003,-6.9826793,-3.4027241,4.01345385,7.951743919,8.006249135,6.275396968,clockwise
-6.306122326,-0.98889158,1.850320228,4.52664031,7.242879555,6.26052832,-7.588619,-3.87933285,3.27938045,7.749370721,7.274105976,6.498150325,clockwise
