mean_x,mean_y,mean_z,std_dev_x,std_dev_y,std_dev_z,median_x,median_y,median_z,rms_x,rms_y,rms_z,label
-10.67266203,-1.573012909,-1.738879984,1.820942316,1.269395349,1.234365553,-10.188413,-1.78548705,-1.5435901,10.82535853,2.017330047,2.128878891,none
-9.238955464,-1.065795663,-3.096999748,1.267364915,1.161777596,1.248968511,-9.4034455,-0.773591305,-2.84588195,9.32461526,1.572307319,3.337024206,none
-9.178074031,-4.520168258,-0.746910788,0.739121997,1.596080183,1.307256837,-9.3591375,-4.2727147,-0.48738647,9.207490496,4.791024767,1.499902317,none
-4.493463799,-6.885980554,2.236720716,2.627583946,1.28451922,1.476107657,-4.2242157,-6.8162255,1.7208215,5.198689482,7.003586076,2.675822198,none
-0.898802931,-9.463476625,2.46465472,0.78199355,1.142663338,1.049392638,-0.679586775,-9.606423,2.210603,1.188800018,9.531527293,2.676702365,none
0.353121681,-9.291202859,1.253469398,0.618900441,1.090148472,0.68373644,0.15148498,-9.089099,1.2777429,0.709860761,9.354303289,1.426185856,none
0.195086321,-9.221447958,1.427024482,0.687747737,0.837350507,0.612945506,0.113164675,-9.16574,1.3430072,0.711565635,9.259008951,1.55188403,none
1.886760455,-8.960797917,1.814263232,0.901568677,0.865194289,0.889150893,1.6986676,-8.9022875,2.00762515,2.089153616,9.002053924,2.018473307,none
0.979826436,-8.853872298,1.14578932,2.517059912,1.037077446,1.254931208,0.65803162,-8.760383,1.37593875,2.689292572,8.913799919,1.69467902,none
-3.798572825,-8.69291498,2.568885968,0.790042697,1.299676179,1.026392546,-3.7320391,-8.7011055,2.4836353,3.879056753,8.788574255,2.764438814,none
-2.738513241,-6.588854406,5.580946386,4.221702076,4.917276459,2.722616657,-3.8907093,-7.41198685,5.19300105,5.014378875,8.206754174,6.203666465,none
1.793869637,-8.171950366,4.666947027,0.643731122,1.297796884,1.452298512,1.78309205,-8.389754,4.404441,1.904787163,8.273343143,4.885537208,none
3.307258511,-7.779155156,3.716267997,1.87458951,2.032293657,1.234934547,3.05544615,-7.86404685,3.9230421,3.796959814,8.037671944,3.914135987,none
3.358966991,-6.629378216,5.040402431,2.348976194,1.985321741,0.679696674,4.1170385,-7.8867993,4.839137,4.092086451,6.917423142,5.08557021,none
-1.039091193,-7.904235039,5.449687344,0.611303093,0.349139236,0.323106616,-1.2364288,-7.836504,5.3840039,1.204020375,7.911865189,5.459161662,none
-0.574110131,-8.040583494,5.380555082,0.468379603,0.244517693,0.255753651,-0.55504578,-8.029902,5.39298535,0.739451216,8.044263418,5.3865693,none
-0.200355358,-7.89388859,5.547571764,0.125716311,0.099507222,0.124348139,-0.19998413,-7.894583,5.5588405,0.236196559,7.894509468,5.54895128,none
-0.46367578,-8.20619909,5.046988747,0.117779294,0.090509957,0.127960556,-0.47541137,-8.1945595,5.04750365,0.478255655,8.206693222,5.048594416,none
-0.613783628,-8.299425275,4.834706192,0.089228439,0.086399816,0.087223456,-0.6089337,-8.3041315,4.83614315,0.620171298,8.299870491,4.835485065,none
-0.649888548,-8.29137802,4.84629805,0.091750606,0.07705822,0.077165182,-0.64964905,-8.3041315,4.85650075,0.656269089,8.291732513,4.8469062,none
-0.69195707,-8.24972855,4.928351429,0.088324947,0.07553821,0.091535017,-0.69515445,-8.2472495,4.9211664,0.697515498,8.250070915,4.929192904,none
-0.564302527,-8.297796635,4.897898773,0.173948161,0.131157105,0.130195875,-0.61252625,-8.281379,4.90919135,0.59024802,8.298822757,4.899611602,none
-0.140276294,-8.675048105,4.054863883,0.152190616,0.203024596,0.21438136,-0.1580713,-8.6729645,4.0332128,0.206416575,8.67739975,4.060470525,none
-1.80568906,-8.268625304,4.466747341,0.964510365,0.501589864,0.461160898,-1.30169305,-8.3592165,4.46551385,2.044869292,8.283673152,4.490253277,none
-2.338161767,-8.118409634,4.559829772,0.600570254,0.276380069,0.233345814,-2.50998045,-8.119116,4.53916075,2.413312709,8.123065743,4.565736886,none
0.709380831,-8.87925956,3.331999079,1.175581766,0.34371706,0.448092997,0.9723779,-8.8052895,3.1416669,1.367988936,8.885843254,3.361695602,none
3.09867628,-8.018357719,3.680642076,0.355322891,0.566045304,0.75304897,2.9985645,-8.0849875,3.3769775,3.118779649,8.038113194,3.756133386,none
3.045722397,-7.944950361,3.862328258,0.784502986,0.998274047,1.021348427,3.34045335,-7.4976087,4.1445813,3.144155754,8.006798474,3.99378275,none
0.590839349,-8.84024469,3.25731037,0.485879999,0.248890503,0.466700135,0.66880922,-8.82864075,3.3883538,0.763419751,8.843712636,3.290243421,none
-0.753772526,-8.605951867,4.20573814,0.81270926,0.625862559,0.811996178,-0.5724097,-8.67536,3.8966968,1.105470217,8.62845261,4.282636772,none
-4.518934814,-6.677949135,5.397032821,1.608607396,0.924984914,0.473814278,-4.3523492,-6.73060365,5.2792218,4.794008076,6.741071559,5.41758417,none
-6.816201641,-5.166703782,5.119366231,0.111179092,0.10195696,0.09912611,-6.81203435,-5.14510075,5.109774,6.817099236,5.167699608,5.120316234,none
-6.739117937,-5.051814688,5.324763128,0.072290311,0.076447387,0.076989763,-6.7294062,-5.04271365,5.3217335,6.739501777,5.052387297,5.325314124,none
-2.192424829,3.338956597,9.278928385,0.74523094,2.293107429,0.76903658,-2.14773385,2.3638843,9.2094485,2.314420466,4.04405606,9.310425074,none
-5.727365872,-2.869963892,7.827546558,0.87409467,1.734180612,1.271562362,-6.11328715,-3.488346,7.6826239,5.793023469,3.348731299,7.929135341,none
-5.792342732,-3.844940392,7.068972033,1.834690135,1.036404935,0.980744462,-6.404881,-3.84939515,7.0245921,6.073192022,3.980824093,7.136007757,none
-2.267927823,-4.678012013,8.17997369,1.08429814,1.698683679,2.449778341,-2.32855775,-4.39545935,8.8555845,2.511462132,4.973979028,8.535418522,none
-3.930622229,-8.51321671,2.244636237,0.367672674,0.487840963,0.484142363,-3.988905,-8.4969305,2.29861995,3.947609716,8.527043313,2.295744264,none
-3.625760206,-8.486272716,2.440441075,0.363245838,0.307139069,0.270517086,-3.5775604,-8.4681905,2.4536975,3.643729564,8.491773412,2.455239365,none
-2.959801042,-6.249360366,6.504861072,0.552175264,1.711940783,2.565982498,-3.06083485,-5.8875567,7.604187,3.010360569,6.477340412,6.987964016,none
-2.916810462,-0.120074303,9.813808085,0.402782199,1.192476754,0.554801489,-2.8123516,0.06167175,9.8872395,2.944213721,1.1925597,9.829321227,none
-2.291315181,-0.681035786,10.10255173,1.06529244,2.083538921,1.799304092,-2.0243902,-1.2478052,10.380614,2.524603883,2.182093681,10.25995476,none
-3.1624796,-1.718270843,9.25675046,0.999298901,1.572301594,1.025358127,-3.0398785,-1.7711169,9.0986795,3.315100229,2.323761104,9.312801661,none
-3.941747095,-2.077942901,9.259732215,0.556193003,0.952245887,0.335994283,-3.8745428,-2.03097655,9.245973,3.98040542,2.283758132,9.265765156,none
-4.020375584,-2.381619407,9.020242334,0.582197723,0.392559649,0.43518351,-3.9104681,-2.38005065,9.072334,4.061894199,2.413435942,9.030629137,none
-4.334039307,-2.245606242,9.0201465,0.497773281,0.517139439,0.216435334,-4.4361748,-2.237547,8.989706,4.362246803,2.303802566,9.022716813,none
-3.802428805,-3.027807641,8.936260966,0.480116532,0.654590698,0.661084546,-3.739823,-3.0602361,8.943003,3.832319348,3.097066871,8.960436513,none
-4.125780384,-2.796460723,8.90736503,0.141544547,0.28145047,0.102655196,-4.1242237,-2.7872039,8.890312,4.128183413,2.810447437,8.907950633,none
-4.191176389,-2.966004148,8.776980165,0.158153019,0.316618732,0.166799701,-4.21463565,-2.9512628,8.778944,4.194129442,2.982687639,8.778549125,none
-4.242860929,-3.170478957,8.696615255,0.137461569,0.327412041,0.14061799,-4.2703198,-3.17100585,8.7148775,4.245064851,3.187171705,8.697740659,none
-4.375545024,-3.022203309,8.71655385,0.225959698,0.357984052,0.095968644,-4.333788,-3.01233575,8.725056,4.381317321,3.04312075,8.717076855,none
-4.656540662,-2.804160708,8.571283976,0.472702145,0.862568492,1.818561983,-4.69962715,-2.8291168,8.8627695,4.680233304,2.932558855,8.760194348,none
-4.675473302,-2.418766156,8.795781079,0.40979661,0.896223974,0.659311041,-4.685257,-2.38603815,8.890313,4.693218994,2.577909028,8.820210254,none
-4.523796733,-3.489639235,8.383226958,0.18779885,0.303619612,0.227492806,-4.4960507,-3.51648735,8.3807725,4.527654206,3.50269111,8.386282232,none
-4.452077848,-3.666188117,8.33860776,0.115451748,0.127980831,0.126900553,-4.46850755,-3.68892885,8.344847,4.453559585,3.668398917,8.339563663,none
-4.483356835,-3.627903737,8.37591019,0.141519676,0.202438113,0.167811361,-4.48048275,-3.6302508,8.358019,4.485567528,3.633491008,8.377574265,none
-4.905670588,-3.019293348,8.408650146,0.297450072,0.575010787,0.513305382,-4.9678692,-2.96503415,8.422685,4.914590084,3.07302186,8.424146537,none
-5.176080321,-3.023029563,8.268182234,0.186368323,0.465628395,0.338073726,-5.1708473,-2.89198615,8.3185015,5.179400864,3.058324614,8.275021955,none
-5.250984502,-3.077097139,8.107380617,0.219370893,0.594317636,0.255913354,-5.2798204,-3.046465,8.1514495,5.25551906,3.133402004,8.111378255,none
-5.2453802,-3.262555501,8.088687421,0.125430287,0.211235561,0.200906325,-5.261259,-3.27279415,8.0885795,5.246864671,3.269318378,8.091157143,none
-5.265486362,-3.3085638,8.047361416,0.067772067,0.081320592,0.115568482,-5.261858,-3.319497,8.0358895,5.26591813,3.30955304,8.048182917,none
-5.262085443,-3.335890992,8.028907781,0.060369314,0.093370647,0.078924704,-5.25886425,-3.3392559,8.023914,5.262428263,3.337184383,8.02929181,none
-5.288813893,-3.269189666,8.035122831,0.091776625,0.116490548,0.195502037,-5.29299335,-3.2698004,8.03529,5.28960217,3.271243711,8.037477076,none
-5.270228516,-3.394521062,8.009999068,0.093650553,0.167732867,0.198110069,-5.26485175,-3.40332285,8.0275065,5.271052204,3.398621222,8.012424115,none
-5.288382749,-3.51714607,7.909719706,0.102481981,0.164111548,0.262499935,-5.293592,-3.51828375,7.9065583,5.289365712,3.5209345,7.914030767,none
-5.273222269,-3.526977618,7.933609992,0.072152846,0.098479442,0.118918872,-5.26964165,-3.5104998,7.9209282,5.273710939,3.528338467,7.934492283,none
-5.315230941,-3.591439566,7.858801571,0.059487193,0.097124325,0.10214282,-5.316943,-3.58474545,7.8424915,5.315560487,3.592739478,7.859458694,none
-5.216496234,-3.609929113,7.9131445,0.096812753,0.224377809,0.135719662,-5.2217415,-3.6170783,7.909552,5.217385547,3.616825977,7.914296653,none
-5.20699999,-3.665780982,7.898127764,0.119542235,0.259411375,0.16876418,-5.20617365,-3.65659605,7.8796141,5.208358315,3.674856668,7.899912576,none
-5.180271573,-3.681348599,7.881362684,0.126156687,0.214123329,0.188013293,-5.1846185,-3.6949165,7.885003,5.181792154,3.687508348,7.883582515,none
-5.225118299,-3.712675458,7.847317418,0.062413584,0.093524175,0.091126605,-5.2193463,-3.7218605,7.846084,5.225487321,3.713841456,7.847841211,none
-5.235800111,-3.798979984,7.781993244,0.140126077,0.301753695,0.257042008,-5.24329635,-3.75419305,7.7754307,5.237656133,3.81082585,7.786194753,none
-5.209790189,-3.903151336,7.756773716,0.139953789,0.230730757,0.207614638,-5.2199453,-3.87274655,7.78441215,5.211650891,3.909897015,7.759523908,none
-5.232447079,-3.903450726,7.73917032,0.115679349,0.181017936,0.144065212,-5.22234,-3.89969065,7.7508819,5.233712863,3.907603791,7.740497689,none
-5.171661464,-3.82459472,7.817523383,0.168436373,0.334631517,0.259040482,-5.19898865,-3.7811371,7.8065662,5.174376233,3.839060203,7.821771078,none
-5.480966283,-3.540772935,7.81481703,0.257491153,0.40854862,0.374372928,-5.46184205,-3.59791805,7.82931885,5.48695089,3.564030841,7.823689587,none
-5.15333955,-3.548508824,7.903863824,0.596196873,0.769413178,0.835888162,-5.1361195,-3.59791805,7.73830825,5.187369731,3.630150348,7.947501826,none
-5.399523651,-4.027967788,7.567627018,0.24272086,0.697101242,0.516051393,-5.430707,-4.011059,7.5293427,5.404921825,4.087250315,7.585026344,none
-5.363813888,-3.809458191,7.690886726,0.238723291,0.767581672,0.517602087,-5.3780165,-3.7296442,7.5952057,5.369070529,3.885262091,7.708110756,none
-4.970910932,-4.209630053,7.722776402,0.266042167,0.551447862,0.38080829,-4.9038024,-4.42419975,7.6868153,4.977954012,4.245237211,7.732065711,none
-4.66461189,-4.434594208,7.759551915,0.138107107,0.243029122,0.280955342,-4.6798683,-4.44874885,7.7592645,4.666635503,4.441182085,7.764585788,none
-4.68894528,-4.370958525,7.77987367,0.081038919,0.147931952,0.08632589,-4.68884935,-4.37330555,7.78201715,4.689638523,4.373436115,7.780347804,none
-4.718930949,-4.390106738,7.781873506,0.125159511,0.247916186,0.19359368,-4.7133985,-4.39785455,7.77303565,4.720573859,4.397031383,7.784257125,none
-1.740364891,-1.87696485,8.607772025,1.327950206,5.364296289,1.682859369,-1.4908996,-2.7387048,8.95916925,2.18510576,5.657818924,8.769118242,none
-1.159644517,-7.862274285,5.057802229,2.881504396,1.340651798,2.45492996,-0.040116577,-7.6293345,5.34089375,3.092703076,7.974630443,5.616740842,none
-1.219975047,-3.739523619,9.035833841,1.979783798,2.28368368,2.111402302,-1.5735279,-3.20214105,9.52199925,2.317042849,4.375739473,9.276838507,none
-1.963796275,-4.260093105,8.51054619,1.205839559,1.424985813,2.063662299,-1.45198055,-4.11584085,9.4232045,2.301304926,4.489840975,8.75474223,none
-0.129666355,-7.344040001,6.684786939,0.633569449,1.464826295,1.16440967,-0.132324828,-7.42216565,6.98447575,0.643591103,7.487268023,6.784443072,none
-0.24783662,-7.169826269,7.236264131,0.495953924,2.31511653,0.799034685,-0.2203418,-6.9677105,7.42396185,0.552207916,7.530775234,7.279807033,none
-2.860084425,0.368006735,8.494104421,1.119204061,3.899181922,1.577980208,-3.17220345,1.29091555,8.410111,3.069230273,3.89705176,8.637993473,none
-0.262518093,-7.381581915,6.745021659,0.686086267,1.706834605,0.995391806,-0.32692017,-7.2928345,6.798263,0.731384285,7.574424275,6.81734655,none
-0.107883655,-6.448206882,7.364876675,0.268215465,0.569724587,0.519819937,-0.09460327,-6.33782065,7.481442,0.287852433,6.473075949,7.383015582,none
-0.81812669,-6.420891637,6.604913019,0.638375298,3.446184007,1.357658187,-0.54726195,-7.6053843,6.08394835,1.035750488,7.279098281,6.741637738,none
-0.578588816,-5.931960445,7.331897209,0.851702255,3.056059395,0.960744795,-0.30835877,-6.6090565,7.332951,1.026112948,6.665902696,7.393951375,none
-0.108793763,-6.452960978,7.406813436,0.130701111,0.633672983,0.180855503,-0.10777588,-6.4372138,7.38624,0.169552456,6.483689645,7.408999049,none
0.120960459,-6.657878867,7.148546508,0.739037635,1.577445426,0.924055929,-0.131726075,-6.4797255,7.34612365,0.745215601,6.840380234,7.207430731,none
0.655912021,-6.454912935,7.37542673,0.241092014,0.46081171,0.207835175,0.6502478,-6.497688,7.36887625,0.698401521,6.471176474,7.378325213,none
-0.530927931,-7.783657776,5.228734774,1.00934267,1.64772446,1.471246452,-0.66342041,-7.78620865,4.8966174,1.135988278,7.954443683,5.429787086,none
0.839610019,-6.5381638,7.331346412,0.406602812,0.517675558,0.486347967,0.86280577,-6.41625735,7.458091,0.931996551,6.558421607,7.34729945,none
0.79823606,-6.239947936,7.547245401,0.245875485,0.494033055,0.105649275,0.7867639,-6.26776635,7.55449035,0.834883833,6.259279369,7.547977431,none
0.75558076,-6.644275174,7.060816969,0.644736741,1.433762189,1.134380997,0.72688843,-6.45397915,7.41378275,0.991176521,6.795697894,7.150460706,none
0.745198355,-6.914481285,6.857180393,0.468940894,0.294990366,0.294077765,0.664617925,-6.90304515,6.88208845,0.879219594,6.920708097,6.86342042,none
0.68276019,-6.601739643,7.20220694,0.422724642,0.843283534,0.577380609,0.70593199,-6.5198418,7.279063,0.801916853,6.654846517,7.225082663,none
0.607113497,-6.329581585,7.457731559,0.282528029,0.549984783,0.145311983,0.56761962,-6.38871455,7.43773325,0.669037118,6.353193014,7.459132954,none
0.537514232,-6.39727679,7.448834095,0.167257438,0.523239177,0.14740962,0.53768188,-6.4839165,7.430548,0.562687168,6.418425958,7.45027796,none
0.63809308,-6.918373162,6.560700934,0.544407066,2.075610455,2.098087112,0.64785277,-6.48271885,7.2754705,0.837005401,7.220039084,6.88482001,none
-4.952900395,-7.567615044,2.67548827,1.678535884,1.10176779,1.377581741,-5.58698185,-7.52575015,2.92611515,5.226904458,7.646603873,3.006158948,none
-5.768081209,-7.100382663,3.913605592,0.267916527,0.466226168,1.642892006,-5.81391,-7.17487965,3.07221125,5.774237812,7.115520159,4.2412748,none
-1.893969478,-6.406114416,6.642059761,1.858956227,2.04607924,1.380500585,-2.7339149,-6.0683808,6.57792115,2.647315896,6.721821015,6.782601412,none
0.250087939,-6.661471383,7.216277659,0.239129992,0.783995442,0.207246989,0.21435425,-6.70306085,7.22397765,0.345188787,6.706989142,7.2192233,none
0.063791344,-7.984432299,5.199024567,0.658272027,1.363531492,1.289505296,0.234711915,-7.7568693,5.6564374,0.658071559,8.098875544,5.355002532,none
0.462753699,-7.715327896,5.947767516,0.189511934,0.298630683,0.376618872,0.4831952,-7.65987135,5.94024715,0.49969652,7.721047405,5.959560536,none
0.313843363,-6.87937028,6.768013832,0.788711626,1.338575095,0.853213306,0.30416748,-6.7156348,7.0066298,0.84518816,7.007110738,6.821048632,none
