mean_x,mean_y,mean_z,std_dev_x,std_dev_y,std_dev_z,label
-5.119988981,-2.989523261,0.157113267,9.534195724,11.44074058,8.554048402,clockwise
-4.233125143,2.962423592,4.395495522,5.894250154,8.233927312,2.477911049,clockwise
-3.829097344,1.783068064,0.920094652,6.103641322,8.658208228,7.252324285,clockwise
-3.651949763,1.368310605,-0.008394521,7.676518996,7.799569506,7.564914134,clockwise
-4.071018285,1.835854347,1.129551081,7.301150624,7.457721693,7.560875862,clockwise
-3.89103255,1.490001494,-0.123906338,6.887522504,7.597593646,7.937687543,clockwise
-3.418351474,1.414438683,0.986795869,5.476746627,7.219065253,8.773919191,clockwise
-3.837384119,2.903063087,0.086807478,7.056186331,7.444873425,8.056410361,clockwise
-4.054732141,1.31471006,-0.370605271,7.037338276,8.19435298,7.548178203,clockwise
-3.800907965,0.679574877,0.384113223,7.934278955,9.788140426,7.095217594,clockwise
-3.163066348,2.843079761,0.682652445,4.18378337,8.609953065,5.187283069,clockwise
-2.561904508,4.404273265,4.963642046,3.595412246,6.722862084,2.395796316,clockwise
-4.364575817,1.483055986,-0.196702969,5.697625884,7.452595023,6.538667937,clockwise
-4.369785007,1.569420375,-1.428066301,5.97481413,7.538089562,6.240641459,clockwise
-4.051055749,2.653202651,-0.522796841,4.325342677,7.710986805,6.8646529,clockwise
-2.437782601,5.346521877,1.685291405,2.77155327,6.938748759,4.418178631,clockwise
-3.932574165,1.728641262,0.909065593,3.118476705,9.02278666,4.302001341,clockwise
-4.829101797,1.841698126,-0.980018018,8.458896087,8.982564019,8.181082523,clockwise
-5.107762291,0.360007351,1.805078328,5.983371872,8.679582283,6.105742179,clockwise
-3.909210769,2.655082737,3.423141607,4.903296675,7.871743132,6.795407411,clockwise
-4.530119561,1.335426975,3.438218199,3.140338144,7.639923196,3.915506562,clockwise
-5.943025425,-1.728054488,0.631997752,2.951892258,6.012551332,6.159826083,clockwise
-4.319884735,1.732796631,1.827304104,7.262810992,8.807371903,6.484135427,clockwise
-4.432534469,2.633323962,1.063508451,6.701269508,8.527509237,5.517500336,clockwise
-1.98689624,0.420014588,-4.455263244,7.432943428,12.32111782,7.686561371,clockwise
-3.54282069,1.577814974,-2.701941255,4.088452748,10.79393672,6.335466168,clockwise
-2.857928916,0.825539286,-0.642356167,4.969303009,12.13572756,6.961934646,clockwise
-4.340913036,0.874601266,1.207952079,3.876797417,8.733002692,6.258215036,clockwise
-4.167729092,2.060830437,1.251864714,7.237915797,9.619246065,5.940639709,clockwise
-4.839723706,1.380704827,0.039589709,4.590665372,8.621312034,6.343130188,clockwise
-4.748174071,1.930301953,-1.408606814,6.081077589,8.699805274,6.305399648,clockwise
-3.673624659,1.377842748,-1.271683522,6.592224709,10.47105391,8.347560236,clockwise
-3.677971636,1.838201493,1.401098388,6.308179644,8.920016735,6.973632747,clockwise
-3.684546019,3.493914334,0.809899795,7.940438706,8.881809809,7.069173743,clockwise
-3.380390434,2.97351258,0.331003679,7.077452313,8.683901711,6.841189298,clockwise
-3.020610653,4.781620617,0.58887548,7.089066578,8.365549472,7.631914826,clockwise
-3.586709391,2.287842437,0.719942833,7.323215873,8.603315796,7.858609359,clockwise
-4.515138689,2.394887843,2.260587085,5.415292998,6.879238574,7.04815186,clockwise
-4.986071459,0.283690085,3.176646144,4.72076985,7.239610368,6.243045138,clockwise
-4.825593164,-0.558183228,3.21714591,3.838967055,8.084709606,5.722643605,clockwise
-4.594629403,0.267643444,2.425077032,4.050477036,8.590425271,5.04221114,clockwise
-4.349056088,1.904878794,1.505090153,4.442347342,7.624118412,6.008465989,clockwise
-4.188278436,1.760590837,1.020637549,5.464263604,7.197882924,7.09035271,clockwise
-5.367011222,0.360773766,0.828173792,4.553253019,6.934792957,6.989299271,clockwise
-5.558002094,0.337410346,1.189737957,4.386587273,7.247263547,6.843855651,clockwise
-5.975226436,-0.159939388,1.107205534,3.854620549,6.394740903,7.118288612,clockwise
-6.468121488,-1.281431246,1.693757819,3.169211745,5.434369463,7.054405506,clockwise
-5.49854569,-0.66430656,3.363445709,4.147933385,6.357209641,5.442594334,clockwise
-6.555946893,-2.146548198,1.001680974,4.587533974,6.078215706,5.807732118,clockwise
-6.515973956,-3.206464113,1.356431277,4.329228346,7.073190791,4.793845659,clockwise
-6.292961676,-2.069045403,2.083235885,4.885441649,7.773243173,5.949343003,clockwise
-6.306122326,-0.98889158,1.850320228,4.52664031,7.242879555,6.26052832,clockwise
-3.332142753,1.370106868,2.421053406,6.825961584,8.368246407,6.234702513,clockwise
-5.212927684,1.060646399,1.460075739,7.054137288,7.563333812,7.521930664,clockwise
-4.948960577,0.870026739,0.848830841,7.72995567,8.921348425,8.099344805,clockwise
-5.003052185,1.431179843,0.451556999,7.04416674,8.294457046,7.237999165,clockwise
-6.221386577,-0.236603986,0.529550778,4.499835463,6.36745969,7.822453216,clockwise
-4.319525513,2.450140869,3.110507577,6.088401746,7.312777349,6.832212936,clockwise
-3.916311994,1.105062001,2.580825119,7.005746173,9.140752639,6.373649994,clockwise
-5.106373221,-0.583127382,0.925914629,6.582749988,7.33343591,7.732931424,clockwise
-6.079661306,-0.666557919,1.67112488,5.6088791,6.797428655,6.71665199,clockwise
-5.069525846,-0.187230683,1.692476501,5.951931407,7.859574268,6.867537507,clockwise
-4.843687499,1.316626017,2.739591014,4.820031239,7.331072617,7.125009649,clockwise
-4.950158097,-0.558782055,1.026960392,5.789405628,8.044222411,6.948866024,clockwise
-6.564293482,-2.22423066,0.968953064,4.4486655,6.995358611,6.344869807,clockwise
-6.358441528,-1.255337501,1.230932274,5.326700253,7.309018881,6.649550048,clockwise
-6.084523132,-1.334995838,1.201090316,5.879086806,7.052113778,7.056497805,clockwise
-5.535129615,0.424613026,2.159349551,3.885147114,5.926689202,6.826354915,clockwise
-5.877258213,0.294874784,1.726473775,4.140999362,5.38996884,7.36529712,clockwise
-5.90154365,-1.182002009,2.836625186,4.519998706,5.163069259,6.603845984,clockwise
-5.915410824,-1.026553246,1.561265301,4.158448729,5.236894246,7.01799611,clockwise
-5.993871667,-1.892340844,1.910938202,4.396878114,5.91966823,7.711324132,clockwise
-4.761023427,0.07288044,2.055537484,5.571426578,7.412078641,7.737267323,clockwise
-6.053507654,-2.738489269,1.855685045,3.530755565,6.866951336,5.17766148,clockwise
-6.761750862,-3.023113394,1.145968928,2.310194837,4.871824238,5.529664468,clockwise
-6.601559982,-3.61560531,2.02127675,3.534546994,5.653406482,4.749685456,clockwise
-5.416600095,-1.454303778,0.138312359,5.88419079,8.035945012,7.590696655,clockwise
