mean_x,mean_y,mean_z,std_dev_x,std_dev_y,std_dev_z,label
-5.172068611,-2.827572067,4.211246645,1.909906474,7.038547625,4.00533145,counterclockwise
-4.771118434,-0.720505656,4.25933863,2.401393318,7.407981718,3.642552195,counterclockwise
-3.648441018,2.745195304,5.067765532,2.050577015,6.76250175,3.16907753,counterclockwise
-3.745295622,-0.080328901,4.07738905,3.309352381,9.960899628,4.588092468,counterclockwise
-4.740989069,-1.081471079,2.812998331,2.922793291,8.615353694,4.594398557,counterclockwise
-4.72924149,-3.775173446,2.853055041,1.95293008,7.696821558,3.278836895,counterclockwise
-4.37685029,-2.455745244,4.205223203,1.927814136,8.396262695,3.938960135,counterclockwise
-2.483850786,3.678702126,6.056525382,1.275316262,6.480228876,4.256213345,counterclockwise
-3.171652492,-0.19657119,3.202763834,2.67258482,10.57236337,4.749842197,counterclockwise
-4.829437141,-2.107964432,1.397972866,3.390236575,9.717934688,5.241407571,counterclockwise
-5.186127376,-3.134350097,0.779327383,2.431872409,7.38460426,6.892523225,counterclockwise
-4.273984188,-3.545059979,-0.532688252,3.137423618,8.494749202,6.17836939,counterclockwise
-3.54818551,-0.866565915,4.262152794,2.799768176,9.738402913,3.15358841,counterclockwise
-2.801586094,1.606351568,2.327000981,4.242983299,10.75567586,5.950959558,counterclockwise
-2.859761084,1.017452148,4.408871658,4.668724468,9.936952348,5.11819905,counterclockwise
-2.644999721,0.921100525,3.950896052,6.55448143,11.23074323,6.350975773,counterclockwise
-4.3693419,-1.527088346,3.524175416,4.662589943,9.821586087,5.224472007,counterclockwise
-4.646541462,-1.770602058,3.865178297,3.48079283,9.004614915,4.013326151,counterclockwise
-3.400376878,0.811923632,3.760444101,3.493177959,9.613566051,4.330895254,counterclockwise
-3.868687012,-0.306622443,4.19596643,3.074976984,9.55505423,3.453633253,counterclockwise
-3.087814854,0.043697119,5.595436209,2.581439701,8.999240436,4.834316688,counterclockwise
-2.847570434,-1.61789558,3.874494912,2.461905035,9.796797842,5.101244941,counterclockwise
-3.198225276,-1.921009229,5.375765047,2.275793442,8.961758697,5.325336075,counterclockwise
-3.300300997,-0.043505549,5.58070682,3.272463651,9.11178162,5.080912895,counterclockwise
-3.878087475,-2.438189822,3.800225372,2.599024911,10.44297173,4.745041141,counterclockwise
-3.535252394,-0.174489134,4.755466977,1.895650904,8.904197527,2.464703602,counterclockwise
-3.350584441,-0.386939381,4.928471198,2.655556483,9.489377444,4.122202253,counterclockwise
-3.083252347,-0.973767073,5.108935905,2.526223912,9.760202112,4.8085484,counterclockwise
-3.408951059,-1.441143148,2.05334607,2.898673226,11.09290963,7.579883041,counterclockwise
-3.058607576,-2.183096266,0.814390501,3.553297301,11.29786269,6.419625662,counterclockwise
