mean_x,mean_y,mean_z,std_dev_x,std_dev_y,std_dev_z,median_x,median_y,median_z,rms_x,rms_y,rms_y,label
4.330985666,-0.385095243,0.032632134,4.399689941,9.511024462,5.236848008,5.7821758,-3.02550845,-0.119152225,6.158013941,9.471182017,5.210700158,counterclockwise
4.339990941,0.504594704,0.52270102,3.972914154,8.818100028,4.01199969,5.2678454,-1.9088305,0.9568103,5.87041121,8.788396614,4.025965282,counterclockwise
3.653746004,0.555931942,-0.047589027,5.761735481,10.19375611,5.21453508,5.3313135,-2.7327173,1.24720645,6.798196795,10.15788351,5.188615139,counterclockwise
4.872787011,-0.022369456,1.075519478,4.081802721,8.217976485,5.109218646,5.94743235,-0.673000475,1.4657519,6.343386759,8.17681396,5.196134734,counterclockwise
3.041064099,2.423987269,0.54816005,6.375541802,9.505652651,7.671029307,0.760418725,7.95326115,3.71766915,7.034851014,9.763686409,7.652236481,counterclockwise
3.944441492,2.833811071,-0.485925502,6.209473969,8.119131391,6.450872191,5.45525565,2.8123517,1.5250287,7.330116642,8.561049982,6.436904388,counterclockwise
4.607023658,2.642389148,2.705378121,4.441863701,8.161871791,5.76389603,5.84863765,4.1673342,4.8906299,6.384161542,8.540035716,6.34108376,counterclockwise
6.906984844,-0.066916829,4.946984697,2.458163923,5.877925248,2.189458781,6.5084655,-0.46343628,5.1283355,7.327249403,5.848844589,5.405409332,counterclockwise
4.943152676,-0.151281412,0.207181183,5.608313384,7.503944034,5.808038483,6.7892815,-3.37578,0.68317933,7.454757246,7.467862504,5.782637975,counterclockwise
4.244118303,1.675771235,1.897310547,4.325357935,9.058817627,3.85586312,5.2564693,5.4325032,3.0129346,6.044350604,9.167865851,4.280045666,counterclockwise
4.895192417,1.479092198,1.102451464,4.344647621,8.839052706,4.398014286,5.71751045,0.1047821,2.26149715,6.530705331,8.91825532,4.512704687,counterclockwise
5.016847387,0.660857698,1.349533645,4.689542071,8.165996724,3.409970809,6.9515445,-2.850672,2.12438235,6.851324287,8.151895508,3.651419309,counterclockwise
4.739276595,1.569192859,2.88522014,3.095378919,7.961513543,3.068309773,4.94990665,3.0296998,3.55181395,5.652105766,8.075531385,4.200580301,counterclockwise
4.314939023,1.486373109,3.27894936,3.298349967,7.98709193,4.224088045,5.66302365,0.547860735,4.56191315,5.421164095,8.084862779,5.330665954,counterclockwise
4.923992493,-0.154466796,3.191315628,5.216545818,8.037745191,3.401670907,6.4713428,0.13591736,3.99070135,7.154434208,7.998947072,4.651897113,counterclockwise
5.130682721,0.649038263,0.655097717,6.394159874,8.661748453,5.448157845,6.969507,-2.8369007,2.0920495,8.17314706,8.642735567,5.460288699,counterclockwise
5.519681765,0.675838553,0.635410648,6.935080657,8.688366749,5.614635187,7.25571185,-3.0506561,1.24660765,8.836361076,8.671193536,5.622511333,counterclockwise
6.022228717,-0.526904228,0.995226426,5.144705611,7.926989112,4.940170832,7.80836245,-1.12086915,1.31366815,7.903831639,7.904834779,5.015148114,counterclockwise
6.176599729,1.015787644,2.727795521,4.235174792,6.499616031,2.939561077,7.96523625,-1.11488155,2.8237281,7.477146694,6.546325916,3.999434652,counterclockwise
3.922203755,1.372585661,3.138960471,6.224464853,9.60622723,4.429922924,4.958289,3.3470397,4.56370965,7.330771131,9.656127431,5.41119652,counterclockwise
5.279784628,1.543554142,-0.251129759,6.54616275,8.534449288,6.117177262,7.0575238,-2.7776239,1.7178277,8.384500581,8.630817794,6.091693134,counterclockwise
6.540019983,0.362605946,0.546028528,4.775984844,7.456166903,5.345551054,8.0448705,-2.75487125,1.1274554,8.08416924,7.427648599,5.346710584,counterclockwise
5.682998181,-0.913436497,1.419695747,5.708895145,9.173544477,4.786231199,7.5520954,-4.4319838,2.5123755,8.035050545,9.17315351,4.969352575,counterclockwise
5.681189956,0.106051457,1.243577947,5.132586261,8.185402658,5.083016965,6.77131915,-3.6410284,2.62853395,7.639105093,8.145063254,5.208183653,counterclockwise
3.275189231,3.782789684,4.277205521,4.522718407,9.11018267,3.323989322,3.28596675,7.7221417,4.68765185,5.565725153,9.822167367,5.406746067,counterclockwise
3.942393732,1.89680757,3.466383615,5.711929828,9.104965845,5.477613744,5.8396565,1.68070495,5.0534911,6.916816412,9.255769982,6.459104054,counterclockwise
7.013108134,-1.789498725,2.957897019,2.390783141,6.212433729,4.662801092,6.93837165,-3.0057494,3.84759895,7.405563535,6.435114234,5.502131556,counterclockwise
5.721917204,-2.328869062,1.676286162,4.185075796,6.885449321,4.623251346,6.8916688,-4.961283,2.2417382,7.076725749,7.235948406,4.895982411,counterclockwise
5.896717682,-0.601054127,3.650812093,3.340970945,6.53850912,4.525260024,6.5641496,-3.3260834,4.6068202,6.769176125,6.533440638,5.796691077,counterclockwise
2.915936298,2.255629388,4.751610951,7.326224736,10.0839085,3.350966247,3.03149605,2.89138735,5.5474639,7.851083855,10.28378444,5.804695657,counterclockwise
5.66813706,-0.156945659,1.172853019,5.53074663,9.243528191,5.640607411,7.0748878,-3.47876585,2.51596795,7.900066103,9.198533428,5.733574073,counterclockwise
5.808832476,-0.3127656,3.294696673,4.277947134,8.54937673,4.226005541,6.96591425,-3.6464173,4.0703355,7.201413619,8.512270341,5.341868379,counterclockwise
6.238319352,-0.695573552,2.830493982,3.888300792,7.276750024,3.938441045,7.36228985,-4.1020698,2.8686347,7.340594156,7.273610009,4.834035671,counterclockwise
6.356800961,-1.29516674,2.96053154,4.736400786,7.419283529,4.367625468,7.652686,-2.7734326,4.86368615,7.913158405,7.494849384,5.258339825,counterclockwise
4.094549375,1.596388237,1.501701138,6.75370373,10.53923891,7.503036114,4.2930728,3.6140845,3.66018865,7.869035742,10.60722663,7.614965642,counterclockwise
5.760608794,0.724505401,1.86331321,5.040624782,8.290654926,5.223420789,6.840176,-1.6274158,3.29794195,7.637959995,8.280852467,5.521161075,counterclockwise
5.971238712,0.634883758,2.004427796,4.64721477,7.990458439,5.183310713,7.14673835,0.07484436,2.70756965,7.55224012,7.975714964,5.533152233,counterclockwise
6.24030721,0.454179563,3.099203192,3.559440482,7.175892619,3.897313805,7.16589855,0.187410278,4.819378,7.175259887,7.154353891,4.96409355,counterclockwise
6.246941414,1.003141942,5.034917799,1.682403019,6.049061188,2.813829214,6.7683253,1.069975,6.10370735,6.46733733,6.101763975,5.760976978,counterclockwise
3.394437248,1.438592424,5.435472897,7.050665653,9.400503574,3.520883888,5.6091357,5.23491405,5.6366785,7.793392812,9.463367314,6.466608287,counterclockwise
5.784020073,0.614418374,0.399010274,7.99229165,9.065421314,6.103853231,7.3994126,-2.3776556,2.599195,9.833252095,9.040882418,6.086350567,counterclockwise
6.079290056,-1.109923945,0.44080335,6.436198162,9.267072533,5.983354328,7.777227,-4.30564645,1.0388397,8.829958545,9.287183543,5.96965923,counterclockwise
6.555407942,-1.322134582,2.276454107,5.008878734,7.148512941,3.80229513,7.6299337,-2.1351598,2.83031425,8.234764768,7.234518971,4.415327516,counterclockwise
7.140343568,-0.943230536,2.71856271,3.802118725,5.368798481,4.934815732,7.78920225,-1.2531939,3.5434314,8.080597255,5.424522191,5.612438459,counterclockwise
4.820084586,2.014223397,2.09548643,4.80872191,8.093807097,5.449246231,5.41394165,1.39569765,3.22429505,6.791596555,8.301307854,5.812779457,counterclockwise
5.9606528,-0.784728156,1.782637022,5.277145315,7.801792052,5.2326004,7.5544903,-2.1477337,3.1225068,7.943498087,7.80224826,5.503099184,counterclockwise
5.55861284,-0.418362017,0.392423952,6.048970862,9.016003432,6.614289539,6.9066377,-1.96690975,2.0339703,8.192821536,8.980560199,6.592824463,counterclockwise
4.478363216,0.055360862,1.504072257,5.582575664,8.920359813,5.967395505,5.89593935,-2.7931916,2.1896466,7.135070891,8.8758186,6.125026071,counterclockwise
5.626930733,-0.048822419,2.223176908,4.759796881,8.117041701,4.097532929,6.5407984,0.230520634,2.33574285,7.354689603,8.076502086,4.64374783,counterclockwise
4.548154059,1.892795926,2.126789331,5.605420886,9.151007461,5.798894433,5.8552241,2.88001105,4.3906697,7.196682654,9.299795943,6.149320104,counterclockwise
5.775505757,-0.677790492,0.712769792,4.653669407,8.237661169,5.51619956,6.98926595,-2.36388425,2.05253175,7.402468461,8.224346227,5.534637638,counterclockwise
6.285992201,-1.265384635,1.857744821,3.777412518,7.283337303,5.091942168,7.21739115,-3.46499455,2.1609063,7.323923458,7.356475415,5.396277616,counterclockwise
5.977465794,-0.669575592,1.529459464,3.060936847,6.261066581,5.266138912,7.04914135,-3.5152899,3.0087433,6.708631631,6.265562757,5.458401149,counterclockwise
4.816563896,-0.32937507,2.733136414,5.361833496,8.853431407,4.230364502,6.2174707,-0.96040285,3.75958195,7.187562425,8.815208627,5.018671003,counterclockwise
3.561980796,1.995482382,1.987483012,7.449293999,9.133355511,7.932621541,5.4348979,1.79267215,4.1140448,8.223428023,9.304082491,8.139244952,counterclockwise
4.168579378,0.069096278,-1.251373744,6.329962798,9.519597127,7.299940495,5.72888675,-3.1668146,0.24548951,7.552800724,9.472131569,7.37035794,counterclockwise
4.86563783,-0.225048031,2.203968826,5.449181249,9.421476988,5.599475633,5.78636725,-3.7170704,3.40092775,7.2849895,9.376952221,5.991499368,counterclockwise
6.556162391,-1.757213876,3.615341859,1.525996785,5.429516324,3.607730118,6.9156189,-4.54993845,3.68294125,6.729683857,5.680902361,5.094728275,counterclockwise
6.43548935,-1.662478806,2.524590083,3.005107654,7.581088092,4.308042443,6.93777285,-3.7949084,3.23028255,7.096188305,7.724118297,4.974655011,counterclockwise
-3.981097254,3.21320608,5.098302013,3.065082963,8.086763416,5.571958336,-4.35594185,5.2929931,7.5095837,5.014969749,8.664091321,7.531861384,counterclockwise
-5.100625182,-1.102631063,4.062216564,3.417152934,8.587386186,3.268817303,-5.6624248,-1.90104675,4.8882348,6.129970806,8.615193831,5.203836883,counterclockwise
-5.08096208,-2.493239319,4.19479289,2.264037693,7.632771209,3.262345612,-5.4115465,-2.3447242,5.1606681,5.557947793,7.993300111,5.304032174,counterclockwise
-5.366831617,-1.369975107,5.325505505,2.228175717,7.122475573,4.369211601,-5.16725475,-2.1118084,6.63240765,5.806720327,7.217977106,6.874599537,counterclockwise
-4.20830079,2.531882923,5.104074029,2.49135362,6.920467998,4.299785174,-4.43258235,4.87925365,7.1706884,4.884114041,7.336510048,6.659943146,counterclockwise
-2.824219017,3.577608313,6.382751018,2.319563297,6.848277823,4.637184328,-3.06263125,4.2858875,6.37075215,3.647298069,7.696051019,7.875782772,counterclockwise
-4.294988534,0.499565158,5.356461184,2.093650708,8.495948414,4.925443356,-4.482279,1.5154486,7.100634,4.773517158,8.46811038,7.260101152,counterclockwise
-5.172068611,-2.827572067,4.211246645,1.909906474,7.038547625,4.00533145,-5.51453235,-4.2164321,5.20377865,5.510132397,7.552542945,5.798004098,counterclockwise
-4.771118434,-0.720505656,4.25933863,2.401393318,7.407981718,3.642552195,-5.567223,-1.50766475,5.1540821,5.335971709,7.405979989,5.592626413,counterclockwise
-3.648441018,2.745195304,5.067765532,2.050577015,6.76250175,3.16907753,-3.06323005,4.55832065,5.4163368,4.180184122,7.267063566,5.968657249,counterclockwise
-3.745295622,-0.080328901,4.07738905,3.309352381,9.960899628,4.588092468,-3.5290613,3.79251345,5.86001425,4.986936369,9.911295522,6.120881312,counterclockwise
-4.740989069,-1.081471079,2.812998331,2.922793291,8.615353694,4.594398557,-5.4684285,-1.3196558,4.0703355,5.561858572,8.640118968,5.367529481,counterclockwise
-4.72924149,-3.775173446,2.853055041,1.95293008,7.696821558,3.278836895,-5.25587035,-5.93425975,3.094964,5.112878016,8.538184,4.333957399,counterclockwise
-4.37685029,-2.455745244,4.205223203,1.927814136,8.396262695,3.938960135,-4.2074505,-1.3124707,6.3000989,4.778715427,8.707636859,5.748404567,counterclockwise
-2.483850786,3.678702126,6.056525382,1.275316262,6.480228876,4.256213345,-2.42914855,6.97250065,7.067104,2.789208128,7.423360556,7.390243448,counterclockwise
-3.171652492,-0.19657119,3.202763834,2.67258482,10.57236337,4.749842197,-3.26201655,4.0194416,5.2828145,4.138920397,10.5212052,5.709035564,counterclockwise
-4.829437141,-2.107964432,1.397972866,3.390236575,9.717934688,5.241407571,-5.11875565,0.20058289,3.4512231,5.890859877,9.896331952,5.399255312,counterclockwise
-5.186127376,-3.134350097,0.779327383,2.431872409,7.38460426,6.892523225,-5.9109083,-5.23431515,0.907113615,5.722829767,7.988191711,6.902112634,counterclockwise
-4.273984188,-3.545059979,-0.532688252,3.137423618,8.494749202,6.17836939,-5.04690505,-6.54259475,-1.167572,5.292630114,9.165511803,6.170436177,counterclockwise
-3.54818551,-0.866565915,4.262152794,2.799768176,9.738402913,3.15358841,-3.63863345,1.33462465,4.94571535,4.511090249,9.72826104,5.292600032,counterclockwise
-2.801586094,1.606351568,2.327000981,4.242983299,10.75567586,5.950959558,-2.03337155,5.5845867,5.0109795,5.066730982,10.82164881,6.361974067,counterclockwise
