mean_x,mean_y,mean_z,std_dev_x,std_dev_y,std_dev_z,median_x,median_y,median_z,rms_x,rms_y,rms_y,label
-2.859761084,1.017452148,4.408871658,4.668724468,9.936952348,5.11819905,-3.2524365,3.2380664,5.7707995,5.455020782,9.939356147,6.735885331,counterclockwise
-2.644999721,0.921100525,3.950896052,6.55448143,11.23074323,6.350975773,-4.5128155,3.84700015,5.4893845,7.037587518,11.21234693,7.452591761,counterclockwise
-4.3693419,-1.527088346,3.524175416,4.662589943,9.821586087,5.224472007,-5.65044985,-1.63998965,5.25946285,6.372871893,9.890951246,6.280284152,counterclockwise
-4.646541462,-1.770602058,3.865178297,3.48079283,9.004614915,4.013326151,-5.4606445,-2.5195606,5.03552835,5.795265921,9.132759196,5.55745645,counterclockwise
-3.400376878,0.811923632,3.760444101,3.493177959,9.613566051,4.330895254,-3.0464648,4.333788,4.6158013,4.862389561,9.599774251,5.719268048,counterclockwise
-3.868687012,-0.306622443,4.19596643,3.074976984,9.55505423,3.453633253,-2.9488678,0.63527894,5.1504895,4.932308569,9.512102189,5.423508191,counterclockwise
-3.087814854,0.043697119,5.595436209,2.581439701,8.999240436,4.834316688,-3.68533635,-0.080233154,6.9473529,4.016440364,8.9542378,7.378740952,counterclockwise
-2.847570434,-1.61789558,3.874494912,2.461905035,9.796797842,5.101244941,-3.1165192,-1.7040564,5.24928405,3.75619808,9.881045571,6.385466606,counterclockwise
-3.198225276,-1.921009229,5.375765047,2.275793442,8.961758697,5.325336075,-3.97154105,-3.31829965,6.7365913,3.918684517,9.121417884,7.548142958,counterclockwise
-3.300300997,-0.043505549,5.58070682,3.272463651,9.11178162,5.080912895,-4.34336815,0.37661683,6.75036265,4.636153021,9.066212626,7.530060271,counterclockwise
-3.878087475,-2.438189822,3.800225372,2.599024911,10.44297173,4.745041141,-4.5601173,-2.6692493,5.37202885,4.66121697,10.67285677,6.060690898,counterclockwise
-3.535252394,-0.174489134,4.755466977,1.895650904,8.904197527,2.464703602,-3.79371095,1.89865175,4.7864466,4.006939844,8.861282792,5.350559072,counterclockwise
-3.350584441,-0.386939381,4.928471198,2.655556483,9.489377444,4.122202253,-3.8799317,1.18733095,5.8540263,4.267068845,9.44973669,6.411899426,counterclockwise
-3.083252347,-0.973767073,5.108935905,2.526223912,9.760202112,4.8085484,-3.4602045,0.123343505,6.7575475,3.977993743,9.759977056,6.999438721,counterclockwise
-3.408951059,-1.441143148,2.05334607,2.898673226,11.09290963,7.579883041,-3.517685,2.3375391,5.0457073,4.465336575,11.13099327,7.816412907,counterclockwise
-3.058607576,-2.183096266,0.814390501,3.553297301,11.29786269,6.419625662,-3.8122724,-3.314707,2.945874,4.674905646,11.45125293,6.439154416,counterclockwise
-2.481599488,-1.767584241,0.101560825,4.23342773,12.42767099,7.997790988,-4.0188428,1.4956897,3.18597485,4.888867687,12.49107242,7.95834962,counterclockwise
-3.471856245,-2.438716681,-1.199425791,4.848861242,12.41606709,7.77801614,-4.3188188,-2.6273365,1.2909155,5.943915088,12.59223863,7.831422729,counterclockwise
-3.089587179,-3.13121259,0.286049156,3.207464674,10.82669829,5.9334289,-3.75479185,-4.347559,0.71132082,4.441902776,11.2182759,5.910613069,counterclockwise
-2.967620817,-0.467088701,-1.117384368,5.459481816,12.30056943,10.22976372,-2.41837095,2.90156615,3.3272809,6.189883326,12.24782185,10.23963539,counterclockwise
-3.180561977,-2.09588161,1.129575007,3.759826927,12.35628337,7.446360385,-3.3542248,-5.4792058,2.9560529,4.910286144,12.47171524,7.494647413,counterclockwise
-3.599702344,-2.868251472,2.034329568,2.609890807,9.915272097,5.702174829,-4.06315065,-6.41925125,3.07041505,4.43861146,10.27406254,6.027283517,counterclockwise
-1.625427892,-3.030741594,-0.426445195,4.044426686,12.5278222,8.373286218,-2.53752315,-0.85262695,3.2153138,4.340026403,12.82818227,8.342221429,counterclockwise
-3.447450978,-4.055905718,0.608346914,2.66066804,9.461036873,6.612090314,-3.69791005,-4.8798522,2.00463135,4.346640211,10.25019403,6.607013463,counterclockwise
-1.901310215,-0.439162746,2.069584253,3.567166393,12.42150296,7.637901048,-2.57584355,4.28828235,4.7038183,4.02646369,12.36703935,7.876378361,counterclockwise
-2.728154778,-1.376501441,1.922230683,3.229377793,11.23318618,7.636800046,-3.52187625,-1.2867243,5.4337005,4.215141826,11.26132244,7.837887381,counterclockwise
-2.157756928,-0.865188796,2.192796086,3.366529016,11.2934882,8.007560726,-1.79147455,0.10059081,5.5390815,3.984482074,11.27013747,8.263665844,counterclockwise
-1.866917734,-2.160307538,0.817959011,3.079892178,11.64695121,8.207385519,-2.3896308,-2.6931995,5.00678825,3.588350637,11.78820964,8.207108031,counterclockwise
-2.024641719,-2.359609125,-0.253967929,4.235480318,12.95963484,10.28745967,-2.1094135,-1.64597715,3.47996345,4.675368935,13.10878977,10.23904331,counterclockwise
