7881963,0.9699829,7.176676,6.795868
7881973,-0.63468015,6.707252,8.000563
7881983,-0.7927515,6.292914,8.080796
7882082,-0.3676355,6.588699,8.198152
7882092,-0.55803955,6.532416,8.111931
7882102,-0.4897815,6.653364,8.147857
7882112,-0.35326537,6.7946706,7.921527
7882122,-0.3903882,6.7312026,8.115523
7882132,-0.33769774,6.7803,8.004155
7882142,-0.37362304,6.610254,7.916737
7882152,-0.46343628,6.7276096,8.113129
7882162,-0.48738647,6.6413894,8.066425
7882172,-0.6011499,6.654562,8.133487
7882182,-0.65623534,6.8952613,7.984995
7882192,-0.6011499,6.798263,7.868837
7882202,-0.45265868,6.860533,8.054451
7882212,-0.3903882,6.9503465,7.9694276
7882222,-0.5783972,7.1120105,8.0580435
7882232,-0.7544311,7.2652917,8.084389
7882242,-0.920885,7.268884,8.108338
7882252,-0.83825684,7.252119,8.062833
7882262,-0.68976563,7.4952135,7.5275464
7882272,-0.7604187,7.6568775,7.401808
7882282,-0.85142946,7.9155397,7.3359447
7882292,-0.87178713,8.115523,7.2245765
7882302,-0.79514647,8.270002,7.4125853
7882312,-0.7316785,8.184979,7.339537
7882322,-0.50774413,8.5011215,7.8472815
7882332,-0.40954834,8.794512,8.21851
7882342,-0.015567627,8.963361,8.600515
7882352,0.07664063,9.374106,8.792117
7882362,-0.14010864,10.308164,8.435259
7882372,-0.6286926,11.633807,8.346643
7882382,-0.34009278,12.979809,7.9921803
7882392,0.27183473,14.867084,7.5491014
7882402,-0.29219237,16.169975,6.4306273
7882412,-0.0047900393,16.723225,5.4402866
7882422,0.90531737,16.14363,4.743336
7882432,1.3915063,15.629897,4.2810974
7882442,1.4322217,14.992823,4.0811133
7882452,1.299298,14.416821,3.8895118
7882462,2.8668385,14.3749075,4.8966174
7882472,4.2152343,12.463681,4.8427296
7882482,5.372029,11.5751295,5.015171
7882492,5.6247034,8.954978,3.9625597
7882502,7.6472974,7.4485106,3.4081128
7882512,8.91067,4.709806,1.1508069
7882522,10.290201,2.654879,0.7532337
7882532,11.475736,0.18082398,-0.08981323
7882542,12.27687,-1.7519568,0.71730834
7882552,12.729528,-3.2308815,0.7364685
7882562,11.166779,-3.7793407,-1.1532019
7882572,6.821016,-4.3278003,-4.7229786
7882582,3.854784,-5.266648,-8.007748
7882592,1.7256116,-4.28469,-10.609937
7882602,-3.7003052,-2.7147546,-13.674364
7882612,-11.236234,-1.2382251,-17.784218
7882622,-17.766254,-4.0392003,-18.750608
7882631,-19.405645,-9.350156,-15.36884
7882641,-16.411871,-13.406122,-10.073452
7882651,-11.500884,-13.044474,-6.274951
7882661,-8.57417,-11.699671,-4.9852333
7882671,-9.989627,-10.981165,-5.6259007
7882681,-13.40253,-11.142828,-5.452262
7882691,-15.610737,-11.6876955,-4.4786863
7882701,-15.289804,-11.066188,-3.7853284
7882711,-14.977255,-10.432705,-3.8511915
7882721,-15.631095,-10.306967,-4.3146276
7882731,-16.07537,-10.360854,-4.3218126
7882741,-15.195202,-10.11776,-4.1050634
7882751,-12.740307,-9.380094,-3.622467
7882761,-10.896141,-9.018446,-2.8728259
7882771,-10.10339,-8.921448,-2.7051744
7882781,-9.687854,-8.400531,-2.4225624
7882791,-9.133407,-7.838899,-1.9806812
7882807,-8.426876,-7.2628965,-1.2442126
7882817,-8.018525,-6.854546,-0.5281018
7882827,-7.629335,-6.678512,0.24189697
7882837,-7.322772,-6.7108445,0.7819739
7882847,-7.195836,-7.103628,0.32811767
7882857,-7.2856493,-6.986272,0.43469605
7882867,-7.36708,-6.524033,0.8861572
7882877,-7.270082,-6.1468177,1.1424243
7882887,-7.037765,-5.6785913,1.8046472
7882897,-6.9970493,-5.273833,2.9279113
7882907,-6.787485,-5.0822315,3.8847218
7882917,-6.5384035,-5.197192,4.678671
7882927,-6.460565,-5.8857603,4.2248144
7882937,-6.74677,-6.9120264,2.9350965
7882947,-6.5695386,-6.300099,3.7050953
7882957,-6.9539394,-4.670288,4.86189
7882967,-7.237749,-2.8596532,5.316943
7882977,-6.180348,-1.0322534,4.55892
7882987,-6.3743443,0.44427612,3.0943651
7882997,-6.3036914,1.8776953,3.241659
7883007,-5.9468336,2.6764343,3.3135095
7883017,-5.6570363,2.3543043,2.7890003
7883027,-5.619913,1.9950513,3.671565
7883037,-5.6462584,2.6776319,6.1839404
7883047,-5.555248,3.1410682,7.733518
7883057,-5.3480787,3.3793726,8.052055
7883067,-5.0355287,3.7613783,7.2245765
7883077,-5.0822315,4.223617,6.4438
7883087,-5.429509,4.5888577,6.067782
7883097,-5.518125,4.6810656,5.698949
7883107,-5.2678456,4.4152184,5.24629
7883117,-4.721781,4.0392003,6.1863356
7883127,-4.118236,3.2787817,7.848479
7883137,-3.6380346,3.314707,9.139395
7883147,-3.9481897,3.6895275,9.144184
7883157,-4.60203,4.3074427,8.4520235
7883167,-4.599635,5.17444,7.4149804
7883177,-4.33259,5.9492283,6.650969
7883187,-4.296665,6.326444,5.981561
7883197,-4.120631,6.5623536,6.085745
7883207,-4.108656,6.43422,6.4234424
7883217,-3.8990917,5.948031,7.010222
7883227,-3.744613,5.7779846,8.174202
7883237,-3.9386096,5.9025254,8.701106
7883247,-4.2260118,6.551576,8.675959
7883257,-4.29427,7.197034,8.226892
7883267,-3.859574,8.374186,7.465276
7883277,-3.4548156,8.738229,6.4402075
7883287,-2.9494665,10.97398,7.171886
7883297,-3.3254845,12.291241,7.1144056
7883307,-3.0979578,14.014457,5.933661
7883317,-2.1710851,16.530424,5.6414685
7883327,-1.663341,18.818867,4.973258
7883337,-1.0849439,20.364851,3.8248463
7883347,-0.5388794,21.155207,2.5734484
7883357,0.79394895,20.609142,4.0104604
7883366,2.4081922,17.036972,5.181625
7883376,3.7996986,13.364209,7.08327
7883386,4.02962,10.676997,7.96823
7883396,6.907236,9.238788,6.763535
7883406,9.8590975,4.8798523,4.6355605
7883416,14.313834,2.9650342,3.7218604
7883426,18.9949,-4.846322,-0.14489868
7883436,23.42329,-7.9299097,0.9891431
7883446,16.838184,-4.918173,-8.313113
7883456,7.8963795,0.6550378,-13.674364
7883466,1.1472144,5.5193224,-18.648819
7883476,-3.131488,5.932463,-22.174288
7883486,-9.322614,-3.1793885,-22.882017
7883496,-13.248051,-16.231047,-20.6307
7883506,-15.889757,-19.15776,-17.37946
7883516,-13.886323,-11.881692,-17.424965
7883526,-11.875705,-5.5851855,-12.807367
7883536,-11.820619,-6.9287915,-7.4904237
7883546,-16.107704,-9.48308,-4.4247985
7883556,-19.599642,-9.679471,-3.8907092
7883566,-20.797152,-7.93949,-4.2415795
7883576,-19.132614,-5.725294,-5.1193542
7883586,-16.892073,-4.6271777,-5.9228835
7883596,-15.197597,-5.163662,-5.9564137
7883606,-14.299464,-5.916896,-6.221063
7883616,-13.0384865,-6.277346,-6.221063
7883626,-11.69009,-6.0426345,-6.204298
7883636,-10.192005,-5.4821997,-6.211483
7883646,-9.053174,-5.1480947,-5.6103334
7883656,-8.5645895,-5.126539,-5.0894165
7883666,-8.400531,-5.393584,-4.366121
7883676,-8.242459,-5.1289344,-3.5805542
7883686,-8.002957,-4.9205675,-3.4703834
7883696,-7.819739,-5.0103807,-3.3003368
7883706,-7.7682457,-5.0427136,-2.4081922
7883716,-7.5526943,-4.701423,-1.2789404
7883726,-6.7994604,-4.2499623,-0.20836669
7883736,-6.302494,-3.8044884,1.0142908
7883751,-6.234236,-4.1361985,0.8909473
7883761,-6.2162733,-4.4200087,0.4514612
7883771,-6.650969,-4.355343,0.49936157
7883781,-7.4389305,-4.8259645,0.8143066
7883791,-7.5934095,-4.6894484,1.3160633
7883801,-7.140751,-3.937412,2.323169
7883811,-6.564749,-3.4667907,2.7339149
7883821,-5.5899754,-2.8057654,3.3362622
7883831,-5.3852015,-1.7160316,4.8235693
7883841,-5.669011,-1.6346009,5.151687
7883851,-5.562433,-1.8633252,4.525389
7883861,-5.909711,-1.9148182,4.1864944
7883871,-6.793473,-2.1219873,3.8356237
7883881,-7.3838453,-1.9399658,4.6175976
7883891,-7.5981994,-1.5376025,5.8318725
7883901,-7.3491173,-1.4992822,6.3791347
7883911,-6.6868944,-1.3915063,5.836663
7883921,-6.1587925,-0.7604187,6.11688
7883931,-6.062992,0.37482056,6.597081
7883941,-6.5108604,1.0681787,5.889353
7883951,-6.7108445,1.3615686,5.2331176
7883961,-6.779103,1.5567627,5.379214
7883971,-6.866521,1.3950989,5.8342676
7883981,-6.6246243,0.6825806,6.2989016
7883991,-6.6821046,-0.0047900393,6.946754
7884001,-6.771918,-0.14370117,7.7862086
7884011,-6.171965,0.8322693,7.7059755
7884021,-6.094127,2.2441332,6.9874697
7884031,-6.1180773,3.5901344,6.0977197
7884041,-5.9145007,4.6403503,5.6714063
7884051,-5.4271145,5.363646,5.8510327
7884061,-5.090614,5.2355127,6.6725245
7884071,-5.239105,4.162544,6.5719337
7884081,-5.5935683,2.8392956,6.638994
7884091,-5.652246,2.1926403,7.2796617
7884101,-5.7372694,2.572251,8.072413
7884111,-5.9300685,3.1650183,7.8317137
7884121,-5.9516234,3.7027001,7.3539076
7884131,-5.5097423,4.3768983,7.3131924
7884141,-4.9864306,5.518125,6.786288
7884151,-4.9744554,5.8977356,6.3060865
7884161,-5.2091675,5.579198,5.81391
7884171,-4.975653,5.215155,6.3180614
7884181,-4.7553115,4.9552956,6.7048573
7884191,-4.8978148,4.9948134,7.507189
7884201,-4.812792,5.1876125,8.105944
7884211,-4.804409,5.628296,7.93949
7884221,-4.748126,6.1420274,7.9251194
7884231,-4.5792775,6.595884,8.004155
7884241,-4.1026683,6.4869103,8.037685
7884251,-3.598517,6.4797254,8.174202
7884261,-3.319497,6.683302,7.956255
7884271,-3.5410364,7.04974,8.089178
7884281,-3.490741,7.4413257,9.111852
7884291,-3.0488598,7.9287124,10.158475
7884301,-2.9327013,8.418493,10.399175
7884311,-3.1255004,9.224418,10.386003
7884321,-3.0596375,9.893826,9.895023
7884331,-2.7087672,10.594369,9.328601
7884340,-2.1758752,11.851754,9.078321
7884350,-1.8944604,13.349839,8.424481
7884360,-1.2621753,15.307767,7.0880604
7884370,-0.98674804,19.17812,7.1144056
7884380,-0.5221143,21.959934,5.572013
7884390,0.74125856,23.340662,2.4896228
7884400,1.8609302,24.557333,0.9687854
7884410,2.318379,23.454426,0.48858398
7884420,3.4069152,20.683388,2.0920496
7884430,7.4485106,17.884808,3.8655615
7884440,12.958253,16.45498,4.7181883
7884450,16.865728,12.410992,0.9735754
7884460,19.915785,5.0558863,-3.5278637
7884470,24.611221,-1.83698,-5.6510487
7884480,24.377707,-6.7623377,-8.246052
7884490,12.848083,-3.3817675,-10.236314
7884500,3.9781275,-1.2478051,-14.8814535
7884510,0.77957886,-5.6163206,-24.735762
7884520,-6.065387,-13.196558,-27.824139
7884530,-15.244299,-22.220991,-24.49626
7884540,-19.130219,-21.36118,-19.396065
7884550,-8.359816,-12.638518,-16.676521
7884560,-0.48618898,-8.647218,-11.2518015
7884570,-2.4261549,-8.866363,-7.1347632
7884580,-13.0875845,-8.816067,-6.4821205
7884590,-21.174368,-6.588699,-7.841294
7884600,-21.411474,-4.197272,-8.704699
7884610,-19.239191,-4.1469765,-7.188651
7884620,-16.50408,-5.254673,-6.163583
7884630,-14.682667,-5.239105,-5.1876125
7884640,-14.082715,-5.6151233,-6.5276256
7884650,-13.152249,-6.2989016,-6.793473
7884660,-11.452984,-6.565946,-6.615044
7884670,-9.847123,-6.502478,-6.6701293
7884680,-8.856782,-6.319259,-6.810238
